album,song,lyrics
Speak Now ,Ours,They can't take what's ours
Speak Now ,Ours,"The stakes are high, the water's rough"
Speak Now ,Ours,But this love is ours
Speak Now ,If This Was a Movie,"Last night, I heard my own heart beating"
Speak Now ,If This Was a Movie,Sounded like footsteps on my stairs
Speak Now ,If This Was a Movie,Six months gone and I'm still reaching
Speak Now ,If This Was a Movie,Even though I know you're not there
Speak Now ,If This Was a Movie,"I was playing back a thousand memories, baby"
Speak Now ,If This Was a Movie,Thinkin' 'bout everything we've been through
Speak Now ,If This Was a Movie,Maybe I've been going back too much lately
Speak Now ,If This Was a Movie,When time stood still and I had you
Speak Now ,If This Was a Movie,"Come back, come back, come back to me like"
Speak Now ,If This Was a Movie,"You would, you would if this was a movie"
Speak Now ,If This Was a Movie,Stand in the rain outside till I came out
Speak Now ,If This Was a Movie,"Come back, come back, come back to me like"
Speak Now ,If This Was a Movie,"You could, you could if you just said you're sorry"
Speak Now ,If This Was a Movie,I know that we could work it out somehow
Speak Now ,If This Was a Movie,But if this was a movie you'd be here by now
Speak Now ,If This Was a Movie,I know people change and these things happen
Speak Now ,If This Was a Movie,But I remember how it was back then
Speak Now ,If This Was a Movie,Wrapped up in your arms and our friends were laughing
Speak Now ,If This Was a Movie,'Cause nothing like this ever happened to them
Speak Now ,If This Was a Movie,"Now I'm pacing down the hall, chasing down your street"
Speak Now ,If This Was a Movie,Flashback to the night when you said to me
Speak Now ,If This Was a Movie,"""Nothing's gonna change, not for me and you"""
Speak Now ,If This Was a Movie,Not before I knew how much I had to lose
Speak Now ,If This Was a Movie,"Come back, come back, come back to me like"
Speak Now ,If This Was a Movie,"You would, you would if this was a movie"
Speak Now ,If This Was a Movie,Stand in the rain outside till I came out
Speak Now ,If This Was a Movie,"Come back, come back, come back to me like"
Speak Now ,If This Was a Movie,"You could, you could if you just said you're sorry"
Speak Now ,If This Was a Movie,I know that we could work it out somehow
Speak Now ,If This Was a Movie,But if this was a movie you'd be here by now
Speak Now ,If This Was a Movie,"If you're out there, if you're somewhere, if you're moving on"
Speak Now ,If This Was a Movie,I've been waiting for you every day since you've been gone
Speak Now ,If This Was a Movie,I just want it back the way it was before
Speak Now ,If This Was a Movie,And I just want to see you back at my front door
Speak Now ,If This Was a Movie,"And I say, ""Come back, come back, come back to me like"
Speak Now ,If This Was a Movie,You would before you said it's not that easy
Speak Now ,If This Was a Movie,"Before the fight, before I locked you out"""
Speak Now ,If This Was a Movie,But I take it all back now
Speak Now ,If This Was a Movie,"Come back, come back, come back to me like"
Speak Now ,If This Was a Movie,"You would, you would if this was a movie"
Speak Now ,If This Was a Movie,Stand in the rain outside till I came out
Speak Now ,If This Was a Movie,"Come back, come back, come back to me like"
Speak Now ,If This Was a Movie,"You could, you could if you just said you're sorry"
Speak Now ,If This Was a Movie,I know that we could work it out somehow
Speak Now ,If This Was a Movie,But if this was a movie you'd be here by now
Speak Now ,If This Was a Movie,You'd be here by now
Speak Now ,If This Was a Movie,It's not the kind of ending you want to see now
Speak Now ,If This Was a Movie,"Baby, what about the ending?"
Speak Now ,If This Was a Movie,"Oh, I thought you'd be here by now"
Speak Now ,If This Was a Movie,Thought you'd be here by now
Speak Now ,Superman,"Tall, dark, and superman"
Speak Now ,Superman,He puts papers in his briefcase and drives away
Speak Now ,Superman,To save the world or go to work
Speak Now ,Superman,It's the same thing to me
Speak Now ,Superman,"He's got his mother's eyes, his father's ambition"
Speak Now ,Superman,I wonder if he knows how much that I miss him
Speak Now ,Superman,"I hang on every word you say, yay"
Speak Now ,Superman,"And you smile and say, ""How are you?”"
Speak Now ,Superman,"I say, ""Just fine"""
Speak Now ,Superman,"I always forget to tell you, I love you"
Speak Now ,Superman,I love you forever
Speak Now ,Superman,I watch superman fly away
Speak Now ,Superman,You've got a busy day today
Speak Now ,Superman,"Go save the world, I'll be around"
Speak Now ,Superman,I watch superman fly away
Speak Now ,Superman,"Come back, I'll be with you someday"
Speak Now ,Superman,I'll be right here on the ground
Speak Now ,Superman,When you come back down
Speak Now ,Superman,"Tall, dark and beautiful"
Speak Now ,Superman,"He's complicated, he's irrational"
Speak Now ,Superman,"But I hope someday you'll take me away and save the day, yeah"
Speak Now ,Superman,Something in his deep brown eyes has me sayin'
Speak Now ,Superman,He's not all bad like his reputation
Speak Now ,Superman,And I can't hear one single word they say
Speak Now ,Superman,"And you'll leave, got places to be and I'll be okay"
Speak Now ,Superman,I always forget to tell you I love you
Speak Now ,Superman,I loved you from the very first day
Speak Now ,Superman,I watch superman fly away
Speak Now ,Superman,You've got a busy day today
Speak Now ,Superman,"Go save the world, I'll be around"
Speak Now ,Superman,I watch superman fly away
Speak Now ,Superman,"Come back, I'll be with you someday"
Speak Now ,Superman,I'll be right here on the ground
Speak Now ,Superman,When you come back down
Speak Now ,Superman,And I watch you fly around the world
Speak Now ,Superman,And I hope you don't save some other girl
Speak Now ,Superman,"Don't forget, don't forget about me"
Speak Now ,Superman,"I'm far away, but I never let you go"
Speak Now ,Superman,I'm love-struck and looking out the window
Speak Now ,Superman,"Don't forget, don't forget where I'll be"
Speak Now ,Superman,"Right here, wishing the flowers were from you"
Speak Now ,Superman,Wishing the card was from you
Speak Now ,Superman,Wishing the call was from you
Speak Now ,Superman,'Cause I loved you from the very first day
Speak Now ,Superman,I watch superman fly away
Speak Now ,Superman,You've got a busy day today
Speak Now ,Superman,"Go save the world, I'll be around"
Speak Now ,Superman,Forever and ever here
Speak Now ,Superman,I watch superman fly away
Speak Now ,Superman,"I swear, I'll be with you someday"
Speak Now ,Superman,I'll be right here on the ground
Speak Now ,Superman,When you come back down
Speak Now ,Superman,"La, la, la, la, la, la"
Speak Now ,Superman,"La, la, la, la, la, la"
Speak Now ,Superman,When you come back down
1989,Welcome to New York,"Walking through a crowd, the village is aglow"
1989,Welcome to New York,Kaleidoscope of loud heartbeats under coats
1989,Welcome to New York,Everybody here wanted something more
1989,Welcome to New York,Searching for a sound we hadn't heard before
1989,Welcome to New York,And it said
1989,Welcome to New York,"Welcome to New York, it's been waiting for you"
1989,Welcome to New York,"Welcome to New York, welcome to New York"
1989,Welcome to New York,"Welcome to New York, it's been waiting for you"
1989,Welcome to New York,"Welcome to New York, welcome to New York"
1989,Welcome to New York,"It's a new soundtrack, I could dance to this beat, beat, forevermore"
1989,Welcome to New York,"The lights are so bright but they never blind me, me"
1989,Welcome to New York,"Welcome to New York, it's been waiting for you"
1989,Welcome to New York,"Welcome to New York, welcome to New York"
1989,Welcome to New York,When we first dropped our bags on apartment floors
1989,Welcome to New York,"Took our broken hearts, put them in a drawer"
1989,Welcome to New York,Everybody here was someone else before
1989,Welcome to New York,And you can want who you want
1989,Welcome to New York,Boys and boys and girls and girls
1989,Welcome to New York,"Welcome to New York, it's been waiting for you"
1989,Welcome to New York,"Welcome to New York, welcome to New York"
1989,Welcome to New York,"Welcome to New York, it's been waiting for you"
1989,Welcome to New York,"Welcome to New York, welcome to New York"
1989,Welcome to New York,"It's a new soundtrack, I could dance to this beat, beat, forevermore"
1989,Welcome to New York,"The lights are so bright, but they never blind me, me"
1989,Welcome to New York,"Welcome to New York (New York), it's been waiting for you"
1989,Welcome to New York,"Welcome to New York, welcome to New York"
1989,Welcome to New York,"Like any great love, it keeps you guessing"
1989,Welcome to New York,"Like any real love, it's ever-changing"
1989,Welcome to New York,"Like any true love, it drives you crazy"
1989,Welcome to New York,"But you know you wouldn't change anything, anything, anything"
1989,Welcome to New York,"Welcome to New York, it's been waiting for you"
1989,Welcome to New York,"Welcome to New York, welcome to New York"
1989,Welcome to New York,"Welcome to New York, it's been waiting for you"
1989,Welcome to New York,"Welcome to New York, welcome to New York"
1989,Welcome to New York,"It's a new soundtrack, I could dance to this beat"
1989,Welcome to New York,"The lights are so bright, but they never blind me"
1989,Welcome to New York,Welcome to New York (New soundtrack)
1989,Welcome to New York,It's been waiting for you
1989,Welcome to New York,Welcome to New York
1989,Welcome to New York,The lights are so bright but they never blind me
1989,Welcome to New York,Welcome to New York
1989,Welcome to New York,"So bright, they never blind me"
1989,Welcome to New York,Welcome to New York
1989,Welcome to New York,Welcome to New York
1989,Blank Space,"Nice to meet you, where you been?"
1989,Blank Space,I could show you incredible things
1989,Blank Space,"Magic, madness, heaven, sin"
1989,Blank Space,"Saw you there, and I thought"
1989,Blank Space,"""Oh my God, look at that face"
1989,Blank Space,You look like my next mistake
1989,Blank Space,"Love's a game, wanna play?"""
1989,Blank Space,Ayy
1989,Blank Space,"New money, suit and tie"
1989,Blank Space,I can read you like a magazine
1989,Blank Space,Ain't it funny? Rumors fly
1989,Blank Space,And I know you heard about me
1989,Blank Space,"So hey, let's be friends"
1989,Blank Space,I'm dyin' to see how this one ends
1989,Blank Space,Grab your passport and my hand
1989,Blank Space,I can make the bad guys good for a weekend
1989,Blank Space,So it's gonna be forever
1989,Blank Space,Or it's gonna go down in flames
1989,Blank Space,"You can tell me when it's over, mm"
1989,Blank Space,If the high was worth the pain
1989,Blank Space,Got a long list of ex-lovers
1989,Blank Space,They'll tell you I'm insane
1989,Blank Space,'Cause you know I love the players
1989,Blank Space,And you love the game
1989,Blank Space,'Cause we're young and we're reckless
1989,Blank Space,We'll take this way too far
1989,Blank Space,"It'll leave you breathless, hmm"
1989,Blank Space,Or with a nasty scar
1989,Blank Space,Got a long list of ex-lovers
1989,Blank Space,They'll tell you I'm insane
1989,Blank Space,"But I've got a blank space, baby"
1989,Blank Space,And I'll write your name
1989,Blank Space,Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified
1989,Blank Space,"Cherry lips, crystal skies"
1989,Blank Space,I could show you incredible things
1989,Blank Space,"Stolen kisses, pretty lies"
1989,Blank Space,"You're the King, baby, I'm your Queen"
1989,Blank Space,Find out what you want
1989,Blank Space,Be that girl for a month
1989,Blank Space,"Wait, the worst is yet to come"
1989,Blank Space,"Oh, no"
1989,Blank Space,"Screaming, crying, perfect storms"
1989,Blank Space,I can make all the tables turn
1989,Blank Space,Rose garden filled with thorns
1989,Blank Space,Keep you second guessin' like
1989,Blank Space,"""Oh my God, who is she?"""
1989,Blank Space,I get drunk on jealousy
1989,Blank Space,But you'll come back each time you leave
1989,Blank Space,"'Cause, darling, I'm a nightmare dressed like a daydream"
1989,Blank Space,So it's gonna be forever
1989,Blank Space,Or it's gonna go down in flames
1989,Blank Space,"You can tell me when it's over, mm"
1989,Blank Space,If the high was worth the pain
1989,Blank Space,Got a long list of ex-lovers
1989,Blank Space,They'll tell you I'm insane
1989,Blank Space,'Cause you know I love the players
1989,Blank Space,And you love the game
1989,Blank Space,'Cause we're young and we're reckless
1989,Blank Space,We'll take this way too far
1989,Blank Space,"It'll leave you breathless, hmm"
1989,Blank Space,Or with a nasty scar
1989,Blank Space,Got a long list of ex-lovers
1989,Blank Space,They'll tell you I'm insane
1989,Blank Space,"But I've got a blank space, baby"
1989,Blank Space,And I'll write your name
1989,Blank Space,Boys only want love if it's torture
1989,Blank Space,"Don't say I didn't, say I didn't warn ya"
1989,Blank Space,Boys only want love if it's torture
